feature,row_type,mi_proxy_full,mi_mean_cv,mi_cv,hsic,pearson_corr,r2,tv_var_mi_proxy_full,tv_var_mi_mean_cv,tv_var_mi_cv,tv_var_hsic,tv_var_pearson_corr,tv_var_r2,n_features,mi_mean_avg,mi_mean_median,r2_mean,r2_median,n_high_mi,n_high_r2,hsic_mean,hsic_median,best_mi_feature_value,best_mi_feature,best_r2_feature_value,best_r2_feature,best_hsic_feature_value,best_hsic_feature,model_i,model_j,rep_feature_i,rep_feature_j,mi_proxy,mi_forward,mi_backward
liquidity|risk,model_pairwise,,,,,,0.008582958702241617,,,,,,,,,,,,,,,,,,,,,,liquidity,risk,liquidity_score,path_risk_score,0.09264425887361621,0.09264425887361621,0.09264425887361621
risk|smc,model_pairwise,,,,,,0.006018475147431758,,,,,,,,,,,,,,,,,,,,,,risk,smc,path_risk_score,smc_predicted,0.07757883182564532,0.07757883182564532,0.07757883182564532
spectral|volatility,model_pairwise,,,,,,0.004238674414673366,,,,,,,,,,,,,,,,,,,,,,spectral,volatility,spectral_score,volatility_burst_score,0.065105102831294,0.065105102831294,0.065105102831294
risk|xgb_macro,model_pairwise,,,,,,0.004124199000202512,,,,,,,,,,,,,,,,,,,,,,risk,xgb_macro,path_risk_score,macro_trend_score_continuous,0.06421992681561162,0.06421992681561162,0.06421992681561162
spectral|xgb_macro,model_pairwise,,,,,,0.0031155274906041236,,,,,,,,,,,,,,,,,,,,,,spectral,xgb_macro,spectral_score,macro_trend_score_continuous,0.05581691043585379,0.05581691043585379,0.05581691043585379
candlestick|smc,model_pairwise,,,,,,0.0030773293362656435,,,,,,,,,,,,,,,,,,,,,,candlestick,smc,candlestick_score,smc_predicted,0.05547368147388132,0.05547368147388132,0.05547368147388132
spectral|volume,model_pairwise,,,,,,0.0028378777326586112,,,,,,,,,,,,,,,,,,,,,,spectral,volume,spectral_score,volume_force_score,0.05327173483807911,0.05327173483807911,0.05327173483807911
microstructure|volatility,model_pairwise,,,,,,0.0019734364476372357,,,,,,,,,,,,,,,,,,,,,,microstructure,volatility,microstructure_score,volatility_burst_score,0.04442337726509811,0.04442337726509811,0.04442337726509811
momentum|spectral,model_pairwise,,,,,,0.0016291810459545478,,,,,,,,,,,,,,,,,,,,,,momentum,spectral,ml_momentum_persistence_specialist_probability,spectral_score,0.04036311491887795,0.04036311491887795,0.04036311491887795
candlestick|risk,model_pairwise,,,,,,0.0009449858781413587,,,,,,,,,,,,,,,,,,,,,,candlestick,risk,candlestick_score,path_risk_score,0.030740622604972703,0.030740622604972703,0.030740622604972703
candlestick|volatility,model_pairwise,,,,,,0.0009310307907462746,,,,,,,,,,,,,,,,,,,,,,candlestick,volatility,candlestick_score,volatility_burst_score,0.030512797163588175,0.030512797163588175,0.030512797163588175
smc|xgb_macro,model_pairwise,,,,,,0.000795812635858591,,,,,,,,,,,,,,,,,,,,,,smc,xgb_macro,smc_predicted,macro_trend_score_continuous,0.02821015129095537,0.02821015129095537,0.02821015129095537
liquidity|spectral,model_pairwise,,,,,,0.0007357666554004624,,,,,,,,,,,,,,,,,,,,,,liquidity,spectral,liquidity_score,spectral_score,0.02712501899355026,0.02712501899355026,0.02712501899355026
liquidity|microstructure,model_pairwise,,,,,,0.0006645793742835808,,,,,,,,,,,,,,,,,,,,,,liquidity,microstructure,liquidity_score,microstructure_score,0.025779437043573716,0.025779437043573716,0.025779437043573716
candlestick|liquidity,model_pairwise,,,,,,0.0005112224039447597,,,,,,,,,,,,,,,,,,,,,,candlestick,liquidity,candlestick_score,liquidity_score,0.022610227861407317,0.022610227861407317,0.022610227861407317
microstructure|risk,model_pairwise,,,,,,0.00038567856651578245,,,,,,,,,,,,,,,,,,,,,,microstructure,risk,microstructure_score,path_risk_score,0.019638700733902496,0.019638700733902496,0.019638700733902496
candlestick|volume,model_pairwise,,,,,,0.00021972340342578717,,,,,,,,,,,,,,,,,,,,,,candlestick,volume,candlestick_score,volume_force_score,0.014823069973044962,0.014823069973044962,0.014823069973044962
microstructure|xgb_macro,model_pairwise,,,,,,1.8424782999483524e-05,,,,,,,,,,,,,,,,,,,,,,microstructure,xgb_macro,microstructure_score,macro_trend_score_continuous,0.004292409929105505,0.004292409929105505,0.004292409929105505
risk|spectral,model_pairwise,,,,,,9.366779040271322e-06,,,,,,,,,,,,,,,,,,,,,,risk,spectral,path_risk_score,spectral_score,0.0030605194069424427,0.0030605194069424427,0.0030605194069424427
candlestick|momentum,model_pairwise,,,,,,1.6164457155951315e-06,,,,,,,,,,,,,,,,,,,,,,candlestick,momentum,candlestick_score,ml_momentum_persistence_specialist_probability,0.001271395184667274,0.001271395184667274,0.001271395184667274
